"contig_name","orf_num_in_contig_A","actual_start_A","actual_end_A","orf_direction_A","ARG_group","ARG_subtype","ARG_riskrank","ARG_mechanism","orf_num_in_contig_B","actual_start_B","actual_end_B","orf_direction_B","MGE_major_category","MGE_minor_category","MGE_Class","Agricultural","Non.agricultural"
"k141_420414_length_33439_cov_19.0000",2,1249,1795,1,"polymyxin","rosB","IV","Efflux pump",8,9400,9599,-1,"replication/recombination/repair",NA,"Plasmid",0.0245033178633911,0.00259479721190813
"k141_420414_length_33439_cov_19.0000",2,1249,1795,1,"polymyxin","rosB","IV","Efflux pump",10,10388,11028,-1,"replication/recombination/repair",NA,"Plasmid",0.0245033178633911,0.00259479721190813
"k141_420414_length_33439_cov_19.0000",17,18689,19084,1,"multidrug","MexE","IV","Efflux pump",8,9400,9599,-1,"replication/recombination/repair",NA,"Plasmid",0.0245033178633911,0.00259479721190813
"k141_420414_length_33439_cov_19.0000",17,18689,19084,1,"multidrug","MexE","IV","Efflux pump",10,10388,11028,-1,"replication/recombination/repair",NA,"Plasmid",0.0245033178633911,0.00259479721190813
"k141_420414_length_33439_cov_19.0000",18,19905,20950,1,"multidrug","sdeY","IV","Efflux pump",8,9400,9599,-1,"replication/recombination/repair",NA,"Plasmid",0.0245033178633911,0.00259479721190813
"k141_420414_length_33439_cov_19.0000",18,19905,20950,1,"multidrug","sdeY","IV","Efflux pump",10,10388,11028,-1,"replication/recombination/repair",NA,"Plasmid",0.0245033178633911,0.00259479721190813
"k141_420414_length_33439_cov_19.0000",18,19905,20950,1,"multidrug","sdeY","IV","Efflux pump",30,30915,31016,1,"replication/recombination/repair",NA,"Plasmid",0.0245033178633911,0.00259479721190813
"k141_160974_length_31033_cov_12.0000",14,9878,10149,1,"bacitracin","bacA","III","Antibiotic target alteration",15,10711,11122,-1,"phage","regulation,infection","Plasmid",0.11243952642104,0.00161631591837456
"k141_160974_length_31033_cov_12.0000",27,24112,24600,-1,"multidrug","tolC","IV","Efflux pump",32,28290,28919,1,"replication/recombination/repair","partitioning","Plasmid",0.11243952642104,0.00161631591837456
"k141_152860_length_19665_cov_37.9583",4,3485,4065,1,"multidrug","msbA","IV","Efflux pump",2,691,784,1,"integration/excision","regulation,lysis/lysogeny","Plasmid",0.0695973706378713,0.000958236856183746
"k141_152860_length_19665_cov_37.9583",4,3485,4065,1,"multidrug","msbA","IV","Efflux pump",12,11189,11627,1,"replication/recombination/repair","partitioning","Plasmid",0.0695973706378713,0.000958236856183746
"k141_152860_length_19665_cov_37.9583",4,3485,4065,1,"multidrug","msbA","IV","Efflux pump",14,13196,14676,1,"replication/recombination/repair","transfer,partitioning","Plasmid",0.0695973706378713,0.000958236856183746
"k141_393243_length_9926_cov_7.0000",4,2468,3114,-1,"macrolide-lincosamide-streptogramin","macB","IV","Efflux pump",2,1527,1631,-1,"phage","replication/recombination/repair","Phage",0.0197554973643564,0.00250481428268551
"k141_393243_length_9926_cov_7.0000",5,4411,4781,-1,"macrolide-lincosamide-streptogramin","macA","III","Efflux pump",2,1527,1631,-1,"phage","replication/recombination/repair","Phage",0.0197554973643564,0.00250481428268551
"k141_424514_length_9292_cov_8.0000",4,4325,4870,-1,"other_peptide_antibiotics","microcin efflux pumu gene yojI","IV","Efflux pump",5,6043,6258,-1,"replication/recombination/repair",NA,"Plasmid",0.0747648540155941,0.00145126329434629
"k141_262203_length_6250_cov_8.0000",5,3265,3810,1,"other_peptide_antibiotics","microcin efflux pumu gene yojI","IV","Efflux pump",4,2539,2753,1,"replication/recombination/repair",NA,"Plasmid",0.0177733879331683,0.0016342800565371
"k141_112717_length_486218_cov_47.4594",160,182930,183971,-1,"multidrug","oqxB","IV","Efflux pump",167,192985,193459,-1,"replication/recombination/repair",NA,"Plasmid",1.73435740919061,0.000791839031399293
"k141_97398_length_369138_cov_47.8560",64,75481,76026,1,"other_peptide_antibiotics","microcin efflux pumu gene yojI","IV","Efflux pump",56,61546,62422,1,"replication/recombination/repair",NA,"Plasmid",0.399942725317,0.000204852724646643
"k141_97398_length_369138_cov_47.8560",64,75481,76026,1,"other_peptide_antibiotics","microcin efflux pumu gene yojI","IV","Efflux pump",63,74754,74968,1,"replication/recombination/repair",NA,"Plasmid",0.399942725317,0.000204852724646643
"k141_97398_length_369138_cov_47.8560",64,75481,76026,1,"other_peptide_antibiotics","microcin efflux pumu gene yojI","IV","Efflux pump",73,85083,85473,-1,"integration/excision",NA,"Phage",0.399942725317,0.000204852724646643
"k141_97398_length_369138_cov_47.8560",214,224084,224537,-1,"multidrug","mdtE","IV","Efflux pump",219,234588,234876,1,"replication/recombination/repair",NA,"Phage",0.399942725317,0.000204852724646643
"k141_97398_length_369138_cov_47.8560",277,301700,302161,1,"multidrug","mdtK","II","Efflux pump",272,296225,296697,-1,"replication/recombination/repair","stability/transfer/defense","Plasmid",0.399942725317,0.000204852724646643
"k141_97398_length_369138_cov_47.8560",277,301700,302161,1,"multidrug","mdtK","II","Efflux pump",274,299144,299298,1,"replication/recombination/repair",NA,"Phage",0.399942725317,0.000204852724646643
"k141_54959_length_361110_cov_387.5096",148,186849,187854,1,"multidrug","mexW","IV","Efflux pump",157,195777,196312,-1,"phage","replication,chaperone","Plasmid",0.27956640869276,0.000942603615724382
"k141_54959_length_361110_cov_387.5096",148,186849,187854,1,"multidrug","mexW","IV","Efflux pump",158,197472,197566,-1,"phage","structural","Plasmid",0.27956640869276,0.000942603615724382
"k141_74784_length_169291_cov_49.8195",60,63898,64450,1,"polymyxin","rosB","IV","Efflux pump",52,54607,54909,1,"phage","lysis/lysogeny,regulation","Plasmid",0.556431051277426,0.000161786506996466
"k141_74784_length_169291_cov_49.8195",60,63898,64450,1,"polymyxin","rosB","IV","Efflux pump",56,59035,59297,1,"transfer",NA,"Plasmid",0.556431051277426,0.000161786506996466
"k141_74784_length_169291_cov_49.8195",60,63898,64450,1,"polymyxin","rosB","IV","Efflux pump",65,70959,71158,-1,"replication/recombination/repair",NA,"Plasmid",0.556431051277426,0.000161786506996466
"k141_74784_length_169291_cov_49.8195",60,63898,64450,1,"polymyxin","rosB","IV","Efflux pump",67,71950,72590,-1,"replication/recombination/repair",NA,"Plasmid",0.556431051277426,0.000161786506996466
"k141_74784_length_169291_cov_49.8195",60,63898,64450,1,"polymyxin","rosB","IV","Efflux pump",70,75098,75271,1,"replication/recombination/repair",NA,"Plasmid",0.556431051277426,0.000161786506996466
"k141_74784_length_169291_cov_49.8195",74,80072,80467,1,"multidrug","Enterobacter cloacae acrA","IV","Efflux pump",65,70959,71158,-1,"replication/recombination/repair",NA,"Plasmid",0.556431051277426,0.000161786506996466
"k141_74784_length_169291_cov_49.8195",74,80072,80467,1,"multidrug","Enterobacter cloacae acrA","IV","Efflux pump",67,71950,72590,-1,"replication/recombination/repair",NA,"Plasmid",0.556431051277426,0.000161786506996466
"k141_74784_length_169291_cov_49.8195",74,80072,80467,1,"multidrug","Enterobacter cloacae acrA","IV","Efflux pump",70,75098,75271,1,"replication/recombination/repair",NA,"Plasmid",0.556431051277426,0.000161786506996466
"k141_74784_length_169291_cov_49.8195",75,81288,82332,1,"multidrug","sdeY","IV","Efflux pump",65,70959,71158,-1,"replication/recombination/repair",NA,"Plasmid",0.556431051277426,0.000161786506996466
"k141_74784_length_169291_cov_49.8195",75,81288,82332,1,"multidrug","sdeY","IV","Efflux pump",67,71950,72590,-1,"replication/recombination/repair",NA,"Plasmid",0.556431051277426,0.000161786506996466
"k141_74784_length_169291_cov_49.8195",75,81288,82332,1,"multidrug","sdeY","IV","Efflux pump",70,75098,75271,1,"replication/recombination/repair",NA,"Plasmid",0.556431051277426,0.000161786506996466
"k141_59734_length_123622_cov_62.4193",62,68469,69517,-1,"multidrug","oqxB","IV","Efflux pump",67,76886,77341,1,"replication/recombination/repair",NA,"Phage",0.492745796512946,0.000212937085795053
"k141_59734_length_123622_cov_62.4193",63,71645,72034,-1,"multidrug","oqxA","IV","Efflux pump",67,76886,77341,1,"replication/recombination/repair",NA,"Phage",0.492745796512946,0.000212937085795053
"k141_47475_length_82621_cov_48.7446",58,58180,58549,1,"macrolide-lincosamide-streptogramin","macA","notassessed","Efflux pump",61,61792,61896,1,"phage","replication/recombination/repair","Plasmid",0.442101495575223,0.000300381839257951
"k141_47475_length_82621_cov_48.7446",58,58180,58549,1,"macrolide-lincosamide-streptogramin","macA","notassessed","Efflux pump",62,62140,62897,1,"phage","infection,regulation","Plasmid",0.442101495575223,0.000300381839257951
"k141_47475_length_82621_cov_48.7446",59,59292,59936,1,"macrolide-lincosamide-streptogramin","macB","IV","Efflux pump",61,61792,61896,1,"phage","replication/recombination/repair","Plasmid",0.442101495575223,0.000300381839257951
"k141_47475_length_82621_cov_48.7446",59,59292,59936,1,"macrolide-lincosamide-streptogramin","macB","IV","Efflux pump",62,62140,62897,1,"phage","infection,regulation","Plasmid",0.442101495575223,0.000300381839257951
"k141_121704_length_69262_cov_49.8378",30,28128,28528,1,"multidrug","mdtH","IV","Efflux pump",33,31245,31324,1,"replication/recombination/repair",NA,"Plasmid",0.471485872176015,8.11396734982332e-05
"k141_44571_length_61293_cov_57.4884",16,13744,14234,1,"multidrug","tolC","IV","Efflux pump",11,9132,9759,-1,"replication/recombination/repair","partitioning","Phage",0.589785357590619,0.000155466425441696
"k141_44571_length_61293_cov_57.4884",32,33454,33725,-1,"bacitracin","bacA","III","Antibiotic target alteration",31,32199,32608,1,"phage","regulation,infection","Plasmid",0.589785357590619,0.000155466425441696
"k141_172021_length_41014_cov_100.9378",2,1432,1984,1,"polymyxin","rosB","IV","Efflux pump",7,8456,8655,-1,"replication/recombination/repair",NA,"Plasmid",0.0678772596004951,0.00145978124954064
"k141_172021_length_41014_cov_100.9378",2,1432,1984,1,"polymyxin","rosB","IV","Efflux pump",9,9451,10084,-1,"replication/recombination/repair",NA,"Plasmid",0.0678772596004951,0.00145978124954064
"k141_172021_length_41014_cov_100.9378",2,1432,1984,1,"polymyxin","rosB","IV","Efflux pump",12,12600,12773,1,"replication/recombination/repair",NA,"Plasmid",0.0678772596004951,0.00145978124954064
"k141_172021_length_41014_cov_100.9378",17,18586,18981,1,"multidrug","Klebsiella pneumoniae acrA","IV","Efflux pump",7,8456,8655,-1,"replication/recombination/repair",NA,"Plasmid",0.0678772596004951,0.00145978124954064
"k141_172021_length_41014_cov_100.9378",17,18586,18981,1,"multidrug","Klebsiella pneumoniae acrA","IV","Efflux pump",9,9451,10084,-1,"replication/recombination/repair",NA,"Plasmid",0.0678772596004951,0.00145978124954064
"k141_172021_length_41014_cov_100.9378",17,18586,18981,1,"multidrug","Klebsiella pneumoniae acrA","IV","Efflux pump",12,12600,12773,1,"replication/recombination/repair",NA,"Plasmid",0.0678772596004951,0.00145978124954064
"k141_172021_length_41014_cov_100.9378",17,18586,18981,1,"multidrug","Klebsiella pneumoniae acrA","IV","Efflux pump",14,13381,13678,1,"replication/recombination/repair",NA,"Plasmid",0.0678772596004951,0.00145978124954064
"k141_172021_length_41014_cov_100.9378",18,19802,20846,1,"multidrug","sdeY","IV","Efflux pump",9,9451,10084,-1,"replication/recombination/repair",NA,"Plasmid",0.0678772596004951,0.00145978124954064
"k141_172021_length_41014_cov_100.9378",18,19802,20846,1,"multidrug","sdeY","IV","Efflux pump",12,12600,12773,1,"replication/recombination/repair",NA,"Plasmid",0.0678772596004951,0.00145978124954064
"k141_172021_length_41014_cov_100.9378",18,19802,20846,1,"multidrug","sdeY","IV","Efflux pump",14,13381,13678,1,"replication/recombination/repair",NA,"Plasmid",0.0678772596004951,0.00145978124954064
"k141_172021_length_41014_cov_100.9378",18,19802,20846,1,"multidrug","sdeY","IV","Efflux pump",28,29463,29884,1,"transfer","phage receptor","Plasmid",0.0678772596004951,0.00145978124954064
"k141_103139_length_37944_cov_35.6270",10,10242,10886,-1,"macrolide-lincosamide-streptogramin","macB","IV","Efflux pump",7,6991,7748,-1,"phage","infection,regulation","Plasmid",0.0575392993798267,0.00071636955
"k141_103139_length_37944_cov_35.6270",10,10242,10886,-1,"macrolide-lincosamide-streptogramin","macB","IV","Efflux pump",8,9301,9404,-1,"phage","replication/recombination/repair","Plasmid",0.0575392993798267,0.00071636955
"k141_103139_length_37944_cov_35.6270",11,12179,12548,-1,"macrolide-lincosamide-streptogramin","macA","notassessed","Efflux pump",7,6991,7748,-1,"phage","infection,regulation","Plasmid",0.0575392993798267,0.00071636955
"k141_103139_length_37944_cov_35.6270",11,12179,12548,-1,"macrolide-lincosamide-streptogramin","macA","notassessed","Efflux pump",8,9301,9404,-1,"phage","replication/recombination/repair","Plasmid",0.0575392993798267,0.00071636955
"k141_85168_length_36959_cov_87.1412",21,18730,19130,-1,"multidrug","mdtH","III","Efflux pump",18,16560,16641,-1,"replication/recombination/repair",NA,"Plasmid",0.065418815684901,0.000836638887632509
"k141_131612_length_35623_cov_39.3090",24,22519,22803,-1,"beta_lactam","SHV-1","notassessed","Enzymatic inactivation",14,12833,13236,-1,"phage","regulation","Plasmid",0.035199176550099,0.000714659453710247
"k141_153782_length_34387_cov_92.6956",24,19434,19813,-1,"beta_lactam","ACT-16","IV","Enzymatic inactivation",11,10490,10585,1,"phage","structural","Plasmid",0.539204248491089,0.000257622893639576
"k141_153782_length_34387_cov_92.6956",24,19434,19813,-1,"beta_lactam","ACT-16","IV","Enzymatic inactivation",12,10824,11358,1,"phage","replication,chaperone","Plasmid",0.539204248491089,0.000257622893639576
"k141_153782_length_34387_cov_92.6956",24,19434,19813,-1,"beta_lactam","ACT-16","IV","Enzymatic inactivation",20,17401,17446,1,"stability/transfer/defense",NA,"Plasmid",0.539204248491089,0.000257622893639576
"k141_30390_length_29700_cov_47.0000",12,12721,12991,-1,"bacitracin","bacA","IV","Antibiotic target alteration",17,16461,17040,1,"replication/recombination/repair",NA,"Phage",0.0942691641794554,0.000114246114487633
"k141_48704_length_27501_cov_44.5071",6,6813,7358,-1,"other_peptide_antibiotics","microcin efflux pumu gene yojI","IV","Efflux pump",7,8531,8746,-1,"replication/recombination/repair",NA,"Plasmid",0.0661351793938119,0.00128709477385159
"k141_48704_length_27501_cov_44.5071",6,6813,7358,-1,"other_peptide_antibiotics","microcin efflux pumu gene yojI","IV","Efflux pump",14,19685,20560,-1,"replication/recombination/repair",NA,"Plasmid",0.0661351793938119,0.00128709477385159
"k141_21105_length_24347_cov_27.8687",7,8433,8988,-1,"bacitracin","bacA","III","Antibiotic target alteration",1,257,592,-1,"transfer","competence","Plasmid",0.080456320279802,0.00155872842614841
"k141_21105_length_24347_cov_27.8687",7,8433,8988,-1,"bacitracin","bacA","III","Antibiotic target alteration",2,1267,1590,-1,"transfer","competence","Plasmid",0.080456320279802,0.00155872842614841
"k141_21105_length_24347_cov_27.8687",7,8433,8988,-1,"bacitracin","bacA","III","Antibiotic target alteration",10,12583,12774,1,"replication/recombination/repair",NA,"Plasmid",0.080456320279802,0.00155872842614841
"k141_142543_length_23064_cov_52.1854",18,16331,16891,1,"polymyxin","rosB","IV","Efflux pump",8,6855,7150,1,"phage","lysis/lysogeny,regulation","Phage",0.0968228028282178,0
"k141_142475_length_21208_cov_82.3950",2,777,1357,-1,"multidrug","msbA","IV","Efflux pump",4,5039,5132,-1,"integration/excision",NA,"Plasmid",0.556793146889851,3.36726261484099e-05
"k141_140699_length_15828_cov_60.2922",13,11552,12587,1,"multidrug","acrF","IV","Efflux pump",8,6496,6592,1,"integration/excision","replication/recombination/repair","Phage",0.576197690542574,0.00010327448869258
"k141_9501_length_14624_cov_44.3193",13,10563,11597,1,"multidrug","acrF","IV","Efflux pump",10,7998,8094,1,"integration/excision","replication/recombination/repair","Phage",0.0647967755663366,0.00186382577067138
"k141_132741_length_10701_cov_39.0649",6,7970,8241,-1,"bacitracin","bacA","III","Antibiotic target alteration",5,6717,7128,1,"phage","regulation,infection","Plasmid",0.0831654139608911,0.000913902035689046
"k141_49596_length_6544_cov_52.0592",2,313,589,-1,"aminoglycoside","APH(6)-Id","IV","Enzymatic inactivation",4,2018,2220,-1,"integration/excision",NA,"Integrative Element (IGE)",0.0610422310653465,0.0041568140335689
"k141_49596_length_6544_cov_52.0592",2,313,589,-1,"aminoglycoside","APH(6)-Id","IV","Enzymatic inactivation",5,2758,3717,1,"integration/excision",NA,"Integrative Element (IGE)",0.0610422310653465,0.0041568140335689
"k141_49596_length_6544_cov_52.0592",2,313,589,-1,"aminoglycoside","APH(6)-Id","IV","Enzymatic inactivation",6,6014,6099,1,"stability/transfer/defense",NA,"Plasmid",0.0610422310653465,0.0041568140335689
"k141_49596_length_6544_cov_52.0592",3,1149,1414,-1,"aminoglycoside","APH(3'')-Ib","I","Enzymatic inactivation",4,2018,2220,-1,"integration/excision",NA,"Integrative Element (IGE)",0.0610422310653465,0.0041568140335689
"k141_49596_length_6544_cov_52.0592",3,1149,1414,-1,"aminoglycoside","APH(3'')-Ib","I","Enzymatic inactivation",5,2758,3717,1,"integration/excision",NA,"Integrative Element (IGE)",0.0610422310653465,0.0041568140335689
"k141_49596_length_6544_cov_52.0592",3,1149,1414,-1,"aminoglycoside","APH(3'')-Ib","I","Enzymatic inactivation",6,6014,6099,1,"stability/transfer/defense",NA,"Plasmid",0.0610422310653465,0.0041568140335689
"k141_31893_length_5556_cov_17.3793",5,3514,4094,1,"multidrug","msbA","IV","Efflux pump",2,720,813,1,"integration/excision","regulation,lysis/lysogeny","Plasmid",0.0611785883314356,0.000586709966784452
"k141_88921_length_168969_cov_178.9217",66,79249,80290,-1,"multidrug","oqxB","IV","Efflux pump",73,89304,89778,-1,"replication/recombination/repair",NA,"Plasmid",1.72773369847418,0.000745343504946996
"k141_70436_length_13874_cov_47.5034",8,4954,5230,-1,"aminoglycoside","APH(6)-Id","IV","Enzymatic inactivation",2,1683,1981,1,"stability/transfer/defense",NA,"Plasmid",0.105949530160149,0.000982045596113074
"k141_70436_length_13874_cov_47.5034",8,4954,5230,-1,"aminoglycoside","APH(6)-Id","IV","Enzymatic inactivation",4,2786,2852,1,"stability/transfer/defense",NA,"Plasmid",0.105949530160149,0.000982045596113074
"k141_70436_length_13874_cov_47.5034",8,4954,5230,-1,"aminoglycoside","APH(6)-Id","IV","Enzymatic inactivation",10,6659,6861,-1,"integration/excision",NA,"Integrative Element (IGE)",0.105949530160149,0.000982045596113074
"k141_70436_length_13874_cov_47.5034",8,4954,5230,-1,"aminoglycoside","APH(6)-Id","IV","Enzymatic inactivation",11,7399,8358,1,"integration/excision",NA,"Integrative Element (IGE)",0.105949530160149,0.000982045596113074
"k141_70436_length_13874_cov_47.5034",9,5790,5927,-1,"aminoglycoside","APH(3'')-Ib","III","Enzymatic inactivation",2,1683,1981,1,"stability/transfer/defense",NA,"Plasmid",0.105949530160149,0.000982045596113074
"k141_70436_length_13874_cov_47.5034",9,5790,5927,-1,"aminoglycoside","APH(3'')-Ib","III","Enzymatic inactivation",4,2786,2852,1,"stability/transfer/defense",NA,"Plasmid",0.105949530160149,0.000982045596113074
"k141_70436_length_13874_cov_47.5034",9,5790,5927,-1,"aminoglycoside","APH(3'')-Ib","III","Enzymatic inactivation",10,6659,6861,-1,"integration/excision",NA,"Integrative Element (IGE)",0.105949530160149,0.000982045596113074
"k141_70436_length_13874_cov_47.5034",9,5790,5927,-1,"aminoglycoside","APH(3'')-Ib","III","Enzymatic inactivation",11,7399,8358,1,"integration/excision",NA,"Integrative Element (IGE)",0.105949530160149,0.000982045596113074
"k141_41906_length_222488_cov_1145.4942",10,9467,10508,-1,"multidrug","oqxB","IV","Efflux pump",17,19522,19996,-1,"replication/recombination/repair",NA,"Plasmid",3.3196292265216,0.00121346185448763
"k141_29701_length_800413_cov_160.0087",138,140387,140967,-1,"multidrug","msbA","IV","Efflux pump",129,133055,133493,-1,"replication/recombination/repair","partitioning","Plasmid",0.166270765731718,0.000766172957349823
"k141_29701_length_800413_cov_160.0087",138,140387,140967,-1,"multidrug","msbA","IV","Efflux pump",140,144641,144733,-1,"integration/excision",NA,"Plasmid",0.166270765731718,0.000766172957349823
"k141_29701_length_800413_cov_160.0087",473,515511,516071,1,"polymyxin","rosB","IV","Efflux pump",480,525049,525248,-1,"replication/recombination/repair",NA,"Plasmid",0.166270765731718,0.000766172957349823
"k141_90444_length_165762_cov_163.4552",40,49060,49519,1,"multidrug","tolC","IV","Efflux pump",35,44379,45008,-1,"replication/recombination/repair","partitioning","Plasmid",0.166745206360371,0.000335556567349823
"k141_90444_length_165762_cov_163.4552",52,63806,64076,-1,"bacitracin","bacA","IV","Antibiotic target alteration",57,67703,68282,1,"replication/recombination/repair",NA,"Phage",0.166745206360371,0.000335556567349823
"k141_230019_length_127898_cov_82.7867",10,9467,10508,-1,"multidrug","oqxB","IV","Efflux pump",17,19522,19996,-1,"replication/recombination/repair",NA,"Plasmid",3.13643444784785,0.00132964587551237
"k141_175582_length_83030_cov_370.0752",30,32058,33063,1,"multidrug","mexW","IV","Efflux pump",38,40982,41517,-1,"phage","replication,chaperone","Plasmid",0.451507779748292,0.00128506876
"k141_175582_length_83030_cov_370.0752",30,32058,33063,1,"multidrug","mexW","IV","Efflux pump",39,42677,42771,-1,"phage","structural","Plasmid",0.451507779748292,0.00128506876
"k141_44047_length_4324_cov_4.0000",2,493,758,-1,"aminoglycoside","APH(3'')-Ib","I","Enzymatic inactivation",3,1362,1564,-1,"integration/excision",NA,"Integrative Element (IGE)",0.0488198076024753,0.00208110346431095
"k141_7742_length_222176_cov_609.8738",10,9467,10508,-1,"multidrug","oqxB","IV","Efflux pump",17,19522,19996,-1,"replication/recombination/repair",NA,"Plasmid",3.31226632488286,0.00110519082207067
"k141_6711_length_83177_cov_185.2772",30,32058,33063,1,"multidrug","mexW","IV","Efflux pump",38,40982,41517,-1,"phage","replication,chaperone","Plasmid",0.451648152183515,0.00106716908773852
"k141_6711_length_83177_cov_185.2772",30,32058,33063,1,"multidrug","mexW","IV","Efflux pump",39,42677,42771,-1,"phage","structural","Plasmid",0.451648152183515,0.00106716908773852
